SampleID	Abiotrophia	Acetobacterium	Acidaminococcus	Acidovorax	Acinetobacter	Actinomyces	Akkermansia	Alistipes	Allisonella	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerorhabdus	Anaerostipes	Anaerotruncus	Anaerovorax	Anoxybacillus	Arcobacter	Atopobium	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachybacterium	Brachyspira	Bradyrhizobium	Brevibacillus	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Catenibacterium	Cellulosilyticum	Cetobacterium	Chlorophyta	Chryseobacterium	Cloacibacillus	Clostridium IV	Clostridium XI	Clostridium XVIII	Clostridium XlVa	Clostridium XlVb	Clostridium sensu stricto	Collinsella	Comamonas	Coprobacillus	Coprococcus	Coraliomargarita	Coriobacterium	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eikenella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	Erysipelotrichaceae_incertae_sedis	Escherichia/Shigella	Eubacterium	Faecalibacterium	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Holdemania	Howardella	Hydrogenoanaerobacterium	Klebsiella	Kytococcus	Lachnospiracea_incertae_sedis	Lactobacillus	Lactococcus	Lactonifactor	Leuconostoc	Megamonas	Megasphaera	Mitsuokella	Mogibacterium	Moraxella	Murdochiella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Parasporobacterium	Parasutterella	Parvimonas	Pediococcus	Pelospora	Peptococcus	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionibacterium	Proteus	Pseudoflavonifractor	Pseudomonas	Pyramidobacter	Ralstonia	Roseburia	Rothia	Ruminococcus	Slackia	Solobacterium	Sporobacter	Staphylococcus	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Sutterella	TM7_genera_incertae_sedis	Turicibacter	Varibaculum	Veillonella	Victivallis	Weissella	Zymophilus	unclassified_Acidaminococcaceae	unclassified_Actinobacteria	unclassified_Actinomycetales	unclassified_Alphaproteobacteria	unclassified_Bacteria	unclassified_Bacteroidales	unclassified_Bacteroidetes	unclassified_Burkholderiales	unclassified_Clostridia	unclassified_Clostridiaceae 1	unclassified_Clostridiales	unclassified_Clostridiales_Incertae Sedis XIII	unclassified_Coriobacteriaceae	unclassified_Deltaproteobacteria	unclassified_Desulfovibrionaceae	unclassified_Enterobacteriaceae	unclassified_Erysipelotrichaceae	unclassified_Firmicutes	unclassified_Flavobacteriales	unclassified_Fusobacteriaceae	unclassified_Lachnospiraceae	unclassified_Micrococcaceae	unclassified_Opitutae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae 1	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Proteobacteria	unclassified_Rhizobiales	unclassified_Ruminococcaceae	unclassified_Sphingomonadaceae	unclassified_Succinivibrionaceae	unclassified_Sutterellaceae
69-053-1014	0	0	0	0	0	0	826	4252	0	0	0	0	0	0	6	5	0	0	0	0	3195	0	0	7	874	0	0	0	0	34	0	0	0	0	0	0	0	0	5	7	34	10	48	31	7	5	0	0	31	0	0	0	1	0	0	96	0	1	0	0	0	0	0	4	1	0	1148	0	11	0	0	0	1	0	0	9	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	74	0	0	342	8	937	0	2	103	0	0	0	0	0	65	0	0	0	0	0	0	0	0	429	0	861	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	1	3	78	0	0	396	10	17	0	6	0	282	118	0	0	1745	0	0	0	0	27	0	285	0	2726	0	0	0
69-053-1021	0	0	0	0	0	0	610	3406	0	0	0	0	0	0	48	17	0	0	0	0	2901	2	0	7	247	0	0	0	0	20	0	0	0	0	0	0	0	0	31	9	0	9	92	28	0	13	0	0	22	15	0	2	0	0	0	37	0	2	0	0	0	0	0	2	9	0	538	0	11	0	0	0	0	0	0	2	0	0	0	0	947	0	2	0	0	0	0	0	0	0	0	0	146	0	0	903	35	721	0	4	114	0	0	0	0	0	293	0	0	0	0	4	0	0	0	411	0	1012	9	0	0	0	9	0	0	0	0	2	4	0	0	11	0	0	0	0	0	0	2134	9	15	96	2	0	542	4	0	0	0	0	114	350	0	0	1200	0	0	0	0	72	0	186	0	3795	0	0	0
69-053-1022	0	0	0	0	0	0	1465	3348	0	0	0	0	0	0	34	23	0	0	0	0	731	0	0	7	942	0	0	0	0	11	0	0	5	0	0	0	0	0	102	9	23	25	45	18	0	7	0	2	27	5	0	0	0	0	0	91	0	2	0	0	5	0	0	0	0	0	541	0	54	0	0	0	5	0	0	5	0	0	0	0	2126	2	0	0	0	0	0	0	0	0	0	0	48	0	0	473	23	161	0	2	18	0	0	0	0	0	278	0	0	0	0	0	0	0	0	254	0	1544	9	0	2	0	16	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1315	0	7	16	2	0	1030	25	29	0	0	0	505	301	0	0	1408	0	0	0	0	43	0	100	0	3955	0	0	0
69-053-1032	0	0	0	0	0	3	119	4485	0	0	0	0	0	0	23	6	0	0	0	0	2353	0	0	11	762	0	0	0	0	17	0	0	0	0	0	0	0	0	3	6	0	0	213	43	0	14	0	0	17	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	3	3	1484	0	23	0	0	0	3	0	3	3	0	0	0	0	1324	0	0	0	0	0	0	0	0	0	0	0	65	0	0	469	37	696	0	3	111	0	0	0	0	0	352	0	0	0	0	6	0	0	0	540	0	1677	3	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	233	3	0	125	3	0	315	9	3	0	9	0	344	111	0	0	1353	0	0	0	0	37	0	139	0	3541	0	0	0
69-053-1033	0	0	0	0	0	0	147	4540	0	0	0	0	0	0	32	0	0	0	0	0	5020	0	0	3	633	0	0	0	0	12	0	0	0	0	0	0	0	0	6	12	9	3	367	29	0	6	0	3	9	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	3	0	840	0	17	0	0	0	3	0	0	3	0	0	0	0	1470	0	3	0	0	0	0	0	0	0	0	0	110	0	0	283	14	1617	0	0	159	0	0	0	0	0	286	0	0	0	0	6	0	0	0	618	0	1242	3	0	3	3	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	234	9	6	107	3	0	173	9	0	0	0	0	153	69	0	0	939	0	0	0	0	72	0	228	0	1643	0	0	0
69-053-2012	0	0	0	0	0	0	358	6136	0	0	0	0	0	0	35	1	0	0	0	0	2217	0	0	10	397	0	0	0	0	45	0	0	0	0	0	0	0	0	5	0	0	1	46	13	0	11	0	0	14	19	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	1834	0	9	0	0	0	2	0	0	1	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	57	0	0	1003	21	395	0	3	145	0	0	0	0	0	156	0	0	0	0	2	0	0	0	310	0	302	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	17	10	65	0	0	367	1	12	0	0	0	19	196	0	0	1134	0	0	0	0	74	0	202	0	3656	0	0	0
69-053-2013	0	0	0	0	0	0	373	6624	0	4	0	0	0	0	36	0	0	0	0	0	2707	0	0	7	219	0	0	0	0	50	0	0	0	0	0	0	0	0	11	0	0	0	47	4	4	11	0	0	7	11	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1537	0	7	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	47	0	0	819	22	517	0	0	154	0	0	0	0	0	176	0	0	0	0	0	0	0	0	495	0	255	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102	25	0	39	7	0	402	0	11	0	4	0	25	330	0	0	1188	0	0	0	0	47	0	233	0	2664	0	0	0
69-053-2014	0	0	0	0	0	0	1714	4121	0	3	3	0	0	0	21	0	0	0	0	0	857	0	0	0	479	0	0	0	0	10	0	0	0	0	0	0	0	0	21	10	14	10	42	7	0	52	0	0	31	0	0	0	0	0	0	66	0	7	0	0	0	0	0	0	0	0	1113	0	21	0	0	0	0	0	0	0	0	0	7	0	1361	3	0	0	0	0	0	0	0	0	0	0	28	0	0	1092	10	224	0	3	38	0	0	0	0	0	423	0	0	0	0	0	0	0	0	126	0	1914	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	7	0	0	913	3	21	0	0	0	413	63	0	0	1036	0	0	0	0	14	0	35	0	4359	0	0	0
69-053-2015	0	0	0	0	0	0	193	5627	0	0	0	0	0	0	12	5	0	0	0	0	4666	0	0	4	525	0	0	0	0	5	0	0	0	0	0	0	0	0	5	4	0	4	126	25	18	14	0	0	54	0	0	0	0	0	0	44	0	0	0	0	0	2	0	0	0	0	1453	0	7	0	0	0	2	0	0	0	0	0	0	0	1727	0	0	0	0	0	0	0	0	0	0	0	51	0	0	441	12	701	0	0	130	0	0	0	0	0	272	0	0	0	0	0	0	0	0	891	0	979	7	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	7	11	47	0	0	192	4	7	0	2	0	93	51	0	0	1026	0	0	0	0	40	0	49	0	1530	0	0	0
69-053-2021	1	0	0	0	0	4	641	1401	0	4	0	0	0	0	17	19	0	0	0	0	3969	0	0	1	3330	0	0	0	0	38	0	0	0	0	0	0	0	0	2	7	26	6	33	10	3	326	0	1	53	0	0	0	0	0	0	133	0	10	0	0	17	0	0	7	0	2	1604	0	72	0	0	2	24	1	0	9	0	0	0	0	2665	0	2	0	0	0	0	0	0	0	0	0	18	0	0	421	4	288	0	0	34	0	0	0	0	0	182	0	5	1	0	1	0	0	0	211	0	198	122	0	2	0	6	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	254	0	3	3	8	0	859	26	50	0	0	0	728	284	0	0	1639	0	0	0	0	17	0	1	0	1422	0	0	0
69-053-2022	0	0	0	0	0	0	393	5883	0	2	0	0	0	0	25	0	0	0	0	0	5934	0	0	19	154	0	0	0	0	32	0	0	0	0	0	0	0	0	2	1	1	0	56	28	1	17	0	0	23	9	0	0	0	0	0	27	0	1	0	0	1	0	0	0	0	0	2392	0	6	0	0	0	1	1	1	1	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	47	0	0	356	2	946	0	0	162	0	0	0	0	0	187	0	6	0	0	1	0	0	0	605	0	164	1	0	1	0	2	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	274	1	1	250	1	0	131	1	1	0	2	0	41	95	0	0	672	0	0	0	0	61	0	10	0	1238	0	0	0
69-053-2023	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	664	0	0	0	6653	0	0	0	0	113	0	0	0	0	0	0	0	0	0	2	1316	12	417	32	3	1054	0	0	729	0	0	0	0	0	0	34	0	0	0	0	10	0	0	391	17	0	3	0	13	0	0	0	0	3	0	0	8	0	2	0	5314	0	20	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	79	0	0	0	8	0	0	0	0	686	0	347	0	0	2	0	5	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	96	0	0	0	0	0	0	81	0	0	2685	0	0	0	0	0	0	0	0	256	0	0	0
69-053-2025	0	0	0	0	0	0	189	7827	0	0	0	0	0	0	26	0	0	0	0	0	176	0	0	2	436	0	0	0	0	20	0	0	0	0	0	0	0	0	5	4	0	2	15	11	0	15	0	0	16	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	2	1874	0	22	0	0	0	0	0	0	2	0	0	16	0	980	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1237	5	57	0	2	37	0	0	0	0	0	337	0	0	0	0	2	0	0	0	493	0	359	11	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	797	33	9	16	4	0	1304	2	9	0	0	0	70	110	0	0	989	0	0	0	0	15	0	26	0	3609	0	0	0
69-053-4011	0	0	0	0	0	3	65	1249	0	1	0	0	0	0	6	0	0	0	0	0	1338	0	0	5	1878	0	0	0	0	38	0	0	0	0	0	0	0	0	1	16	1	4	166	16	0	66	0	0	66	0	0	0	0	0	0	117	0	1	0	0	0	0	0	0	0	0	4748	0	13	0	0	0	4	0	0	4	0	0	1	0	3720	1	0	0	0	0	0	0	0	0	0	0	6	0	0	262	10	168	0	0	47	0	0	0	0	0	98	0	0	0	0	1	0	0	0	1470	0	876	18	0	1	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	79	1	0	38	1	0	365	1	13	0	1	0	79	43	0	0	2923	0	0	0	0	8	0	19	0	1162	0	0	0
69-053-4012	0	0	0	0	0	0	0	920	0	0	0	0	0	0	2	0	0	0	0	0	13358	0	0	23	241	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	231	13	77	164	2	0	0	0	0	0	0	0	0	0	0	8	0	29	0	0	0	0	0	6	1	0	2350	0	165	0	0	0	5	0	0	1	0	0	6	0	769	2	0	0	0	0	0	0	0	0	0	0	81	0	0	371	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	7	0	0	0	87	0	0	0	0	0	1	0	0	0	0	94	1	2	0	0	0	0	0	0	0	0	0	1	0	2	152	2	0	0	1	5	0	0	0	4	48	0	0	705	0	0	0	0	0	0	0	0	890	0	0	0
69-053-4013	0	0	0	0	0	2	1922	2613	0	3	0	0	0	0	88	0	0	0	0	0	202	0	0	4	519	0	0	0	0	1	0	0	0	0	0	0	0	0	36	13	32	0	10	0	0	314	0	0	20	0	0	0	0	0	0	72	0	2	0	0	1	0	0	0	0	0	451	0	32	0	0	0	42	0	0	2	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2530	5	172	0	7	27	0	0	0	0	0	244	0	0	0	0	2	0	0	0	33	0	416	221	0	3	0	8	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1054	0	1	25	11	0	1203	10	68	0	0	0	201	85	0	0	974	0	0	0	0	13	0	8	0	5126	0	0	0
69-053-4014	0	0	0	0	0	0	650	2354	0	9	0	0	0	0	50	0	0	0	0	0	629	0	0	8	376	0	0	0	0	21	0	0	0	0	0	0	0	0	18	5	41	1	50	24	0	55	0	0	9	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	3515	0	20	0	0	1	5	0	0	1	0	0	0	0	1264	0	4	0	0	0	0	0	1	0	0	0	12	0	0	1832	2	248	0	2	43	0	0	0	0	0	349	0	1	0	0	4	0	0	0	247	0	1740	68	0	2	0	13	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	584	0	2	42	2	0	506	4	28	0	1	0	175	42	0	0	1286	0	0	0	0	5	0	11	0	4807	0	0	0
69-053-4015	0	0	0	0	0	0	447	4484	0	4	0	0	0	0	36	0	0	0	0	0	1842	0	0	1	440	0	0	0	0	22	0	0	0	0	0	0	0	0	21	9	24	4	63	5	1	230	0	0	17	0	0	0	0	0	0	51	0	1	0	0	1	0	0	2	0	0	4566	0	10	0	0	0	17	1	0	0	0	0	7	0	1209	0	0	0	0	0	0	0	0	0	0	0	81	0	0	928	4	729	0	2	81	0	0	0	0	0	282	0	2	0	0	1	0	0	0	155	0	896	118	0	4	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	238	11	0	72	5	0	332	18	52	0	0	0	157	53	0	0	1333	0	0	0	0	157	0	39	0	1957	0	0	0
69-053-6021	0	0	0	0	0	0	139	1894	0	0	0	0	0	0	80	1	0	0	0	0	2993	0	0	2	501	0	0	0	0	25	0	0	0	0	0	0	0	0	12	11	8	4	33	17	0	89	0	0	13	0	0	1	0	0	0	35	0	1	0	0	0	0	0	0	0	0	1040	0	27	0	0	1	4	0	0	2	0	0	2	0	1901	2	1	0	0	0	0	0	0	0	0	0	17	0	0	1318	10	141	0	1	26	0	0	0	0	0	294	0	0	0	0	5	0	0	0	488	0	545	40	0	3	0	7	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	497	3	2	34	2	0	909	13	26	0	2	0	593	203	0	0	1721	0	0	0	0	2	0	55	0	5421	0	0	0
69-053-6031	0	0	0	0	0	0	164	2542	0	4	0	0	0	0	7	0	0	0	0	0	4246	143	0	9	1096	0	0	0	0	30	0	0	0	0	0	0	0	0	9	11	0	7	72	20	0	68	0	0	30	0	0	0	4	0	0	125	0	0	0	0	0	0	0	0	7	2	2062	0	16	0	0	0	9	0	0	5	0	0	0	0	1944	0	0	0	0	0	0	0	0	0	0	0	93	0	0	247	7	1813	2	0	218	0	0	0	0	0	247	0	0	0	0	9	0	0	0	676	0	399	23	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	156	0	0	43	2	0	293	5	13	0	0	0	440	68	0	0	1522	0	0	0	0	9	0	250	0	2056	0	0	0
69-053-6031_2	0	0	0	0	0	0	105	2755	0	2	0	0	0	0	1	0	0	0	0	0	6614	1	0	26	433	0	0	0	0	35	0	0	1	0	0	0	0	0	0	13	0	4	121	93	0	31	0	0	17	2	0	0	0	0	0	66	0	0	0	0	12	0	0	0	8	0	2605	0	17	0	0	1	4	0	0	2	0	0	0	0	2405	0	1	0	0	0	0	0	0	0	0	0	85	0	0	197	5	620	0	0	404	0	0	0	0	0	588	0	2	0	0	2	0	0	0	399	0	296	18	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	70	5	1	406	0	0	116	2	20	0	1	0	314	21	0	0	1535	0	0	0	0	55	0	62	0	622	0	0	0
69-053-8012	0	0	0	0	0	7	564	2840	0	2	2	0	0	0	74	5	0	0	0	0	1125	220	0	7	1003	0	0	0	0	19	0	0	0	0	0	0	0	0	36	10	14	17	31	7	0	318	0	0	50	0	0	0	0	0	0	160	0	2	0	0	0	0	0	0	62	2	540	0	50	0	0	2	19	2	0	0	0	0	0	0	1588	53	2	0	0	0	0	0	0	0	0	0	45	0	0	714	10	69	2	2	38	0	0	0	0	0	392	0	0	0	0	7	0	0	0	172	0	1302	69	0	2	0	48	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	912	0	31	91	17	0	1113	17	72	0	2	0	525	547	0	0	2620	0	0	0	0	14	0	2	0	3554	0	0	0
69-055-01	0	3	0	0	0	0	2	358	0	0	0	0	0	0	1	2	0	0	0	0	9758	0	0	1	587	0	0	0	0	23	0	0	0	0	0	0	0	0	0	601	2	0	14	21	0	0	0	0	0	0	0	0	0	87	0	81	0	2	0	0	0	0	0	2	0	0	2761	0	13	0	0	0	0	0	0	1	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	151	0	0	118	0	381	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	649	0	90	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	1858	472	0	0	0	0	0	36	0	10	0	0	0	65	9	0	0	637	0	0	0	0	276	0	0	0	439	0	0	0
69-055-02	0	0	0	0	0	2	3	750	0	0	0	0	0	0	33	14	0	0	0	0	9357	0	0	11	263	0	0	0	0	39	0	0	0	0	0	0	0	0	0	569	3	5	42	6	0	0	0	0	0	0	0	0	0	114	0	75	0	2	0	0	0	0	0	0	0	0	1331	0	31	0	0	0	1	0	1	7	0	0	0	0	1795	0	1	0	0	0	0	0	0	0	0	0	114	0	0	370	1	729	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	801	0	145	0	0	0	0	6	0	0	0	181	0	0	0	3	0	0	0	0	0	0	675	371	0	0	0	0	0	32	0	6	0	0	0	34	23	0	0	1887	0	0	0	0	377	0	0	0	1016	0	0	0
69-055-04	0	4	0	0	0	0	1	189	0	0	0	0	0	0	0	2	0	0	0	0	12178	0	0	3	829	0	0	0	0	30	0	0	0	0	0	0	0	0	0	134	1	3	53	4	0	0	0	0	0	0	0	0	0	185	0	131	0	4	0	0	0	0	0	0	0	0	1907	0	9	0	0	0	0	0	0	1	0	0	0	0	2066	0	0	0	0	0	0	0	0	0	0	0	68	0	0	43	0	289	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	193	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	277	374	0	0	0	0	0	16	1	2	0	0	0	155	17	0	0	1035	0	0	0	0	172	0	0	0	226	0	0	0
69-055-06	0	0	2	0	0	0	0	1478	0	0	0	0	0	0	4	8	0	0	0	0	10512	4	0	12	488	0	0	0	0	126	0	0	0	0	0	0	0	0	0	146	0	8	24	69	0	0	0	6	0	0	0	0	0	197	0	195	0	8	0	0	0	0	0	0	2	0	1179	0	24	0	0	0	0	0	0	0	0	0	0	0	2062	0	0	0	0	0	0	0	0	0	0	0	240	0	0	92	0	909	0	0	647	0	0	0	0	0	2	0	0	0	0	0	0	0	0	57	0	155	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	620	305	0	0	0	0	0	73	0	14	0	0	0	226	22	0	0	691	0	0	0	0	120	0	0	0	494	0	0	2
69-055-2013	0	0	0	0	0	0	50	422	0	0	0	0	0	0	1	9	0	0	0	0	11230	0	0	5	231	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1147	0	1	52	30	0	0	0	0	0	0	0	0	3	233	0	37	0	1	0	0	0	0	0	1	1	0	1731	0	9	0	0	0	0	0	1	1	0	0	0	0	1843	0	0	0	0	0	0	0	0	0	0	0	123	0	0	89	11	531	0	0	271	0	0	0	0	0	0	0	3	0	0	0	0	0	0	707	0	65	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	402	312	0	0	0	0	0	32	0	0	0	0	0	91	5	0	0	1113	0	0	0	0	50	0	0	0	371	0	0	0
69-057-01	0	0	0	0	0	0	48	47	0	0	0	0	0	1	0	0	0	0	0	0	12538	0	0	0	653	0	0	0	0	12	15	0	0	0	0	0	0	0	0	109	5	5	15	23	174	6	0	0	25	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	1370	0	1164	0	4	0	0	0	0	0	4	1	0	0	0	0	2811	1	0	0	0	0	0	0	0	0	0	0	6	0	0	18	0	210	0	0	83	0	0	0	0	0	94	0	0	0	0	0	0	0	0	489	0	287	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	1	0	2	0	0	0	94	44	0	0	619	0	0	0	0	0	0	0	0	35	0	0	0
69-057-05	0	0	0	0	0	0	2	47	0	0	0	0	0	0	5	0	0	0	0	0	10789	0	0	0	998	0	0	0	0	24	4	0	0	0	0	0	0	0	1	23	0	12	72	275	14	55	0	0	121	0	0	0	0	0	0	15	0	3	0	0	0	0	0	1	0	0	2543	0	12	0	0	0	0	0	0	3	0	0	0	0	1740	0	0	2	1	0	0	0	0	0	0	0	8	0	0	45	0	86	0	0	94	0	0	0	0	0	242	0	1	0	0	0	0	0	0	509	0	667	0	0	0	16	2	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	501	0	0	0	0	0	2	0	4	0	0	0	92	71	0	0	1766	0	0	0	0	0	0	0	0	355	0	0	0
69-057-06	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	8270	0	0	8	629	0	0	0	0	27	11	0	0	0	0	0	0	0	0	2	2	0	30	23	129	99	0	0	17	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	7610	0	14	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	2	0	0	108	0	494	0	0	361	0	0	0	0	0	51	0	2	0	0	0	0	0	0	113	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	0	2	0	0	0	0	0	12	0	0	0	24	3	0	0	780	0	0	0	0	0	0	0	0	293	0	0	0
69-057-07	0	0	0	0	0	0	141	121	0	0	0	0	0	0	3	0	0	0	0	0	15835	0	0	9	597	0	0	0	0	6	10	0	0	0	0	0	0	0	0	1	0	0	69	43	0	35	0	0	13	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	58	0	949	0	8	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	12	0	0	119	0	376	0	0	247	0	0	0	0	0	215	0	0	0	0	0	0	0	0	345	0	82	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	210	0	0	0	0	0	35	0	1	0	0	0	37	3	0	0	395	0	0	0	0	0	0	0	0	254	0	0	0
69-057-08	0	0	0	0	0	1	55	146	0	0	0	0	0	0	1	0	0	0	0	0	13974	1	0	1	923	0	0	0	0	11	19	0	0	0	0	0	0	0	1	14	1	1	17	36	11	60	0	0	23	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	1	0	1364	0	4	0	0	0	0	0	0	1	0	0	0	0	1249	0	0	0	1	0	0	0	0	0	0	0	2	0	0	48	0	636	0	0	272	0	0	0	0	0	131	0	0	0	0	0	0	0	0	383	0	256	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	668	0	0	0	0	0	25	0	6	0	0	0	50	7	0	0	549	0	0	0	0	0	0	0	0	254	0	0	0
69-057-09	0	0	0	0	0	0	13	78	0	0	0	0	0	0	0	0	0	0	0	0	13875	1	0	2	1033	0	0	0	0	17	33	0	0	0	0	0	0	0	1	66	10	1	39	38	0	91	0	0	24	0	0	0	0	0	0	21	0	1	0	0	0	0	0	3	0	0	761	0	10	0	0	0	0	0	0	1	0	0	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	15	0	0	73	0	732	0	0	268	0	0	0	0	0	131	0	0	0	0	0	0	0	0	233	0	208	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	4	0	10	0	0	0	52	7	0	1	670	0	0	0	0	0	0	0	0	714	0	0	0
69-058-01	0	0	0	0	0	0	137	138	1	0	0	0	0	0	0	6	0	0	0	0	11816	0	0	10	771	0	0	0	0	8	0	0	1	0	0	0	0	0	0	5	58	2	86	10	0	1	0	1	40	0	0	0	0	0	0	62	0	1	0	0	0	0	0	69	4	0	1208	0	7	0	0	0	0	0	0	4	0	0	0	0	3459	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	533	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	127	0	458	0	0	0	0	6	0	0	0	47	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	25	6	1	0	0	1	241	62	0	0	1525	0	0	0	0	23	0	1	0	144	0	0	0
69-058-02	0	0	0	0	0	0	100	55	5	0	0	0	0	0	0	3	0	0	0	0	10826	0	0	8	904	0	0	0	0	17	0	0	0	0	0	0	0	0	0	10	180	13	114	16	601	19	0	0	31	0	0	0	0	0	0	83	0	1	0	0	1	0	0	358	244	0	896	0	5	0	0	0	0	1	4	3	0	0	0	0	2962	1	0	3	0	0	0	0	0	0	0	0	0	0	0	20	0	356	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	108	0	221	0	0	0	0	19	0	0	0	47	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	926	36	0	0	1843	0	0	0	0	20	0	0	0	91	0	0	0
69-058-03	0	0	0	0	0	0	0	219	49	0	0	0	0	0	0	7	0	0	0	0	5905	0	0	0	2838	0	0	0	0	92	0	0	0	0	0	0	0	0	0	97	2	6	120	75	1	49	0	3	97	0	0	0	0	0	0	274	0	0	0	0	0	0	0	1049	0	0	972	0	31	0	0	0	2	5	0	10	0	0	0	0	3607	0	0	46	0	0	0	0	0	0	0	0	0	0	0	76	0	145	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	214	1	431	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	28	7	0	0	0	84	135	0	0	3549	0	0	0	0	78	0	0	0	340	0	0	0
