"","KitID","SampleID","Date","Barcodes","SampleType"
"1035","UBMkid478129355","69-042-01","4/16/14","NA0008933482","Skin"
"1036","UBMkid479129041","69-001-7027","3/30/16","NA0008331020","Skin"
"1037","UBMkid479819228","69-063-2015","4/19/18","NA0014721971","Skin"
"1038","UBMkid480104601","69-021-2011","10/2/14","NA0008366789","Mouth"
"1039","UBMkid480128003","69-126-02","9/27/17","NA0008948203","Skin"
"1040","UBMkid480128142","70-1008-2014","11/13/14","NA0008941865","Skin"
"1041","UBMkid480128666","70-1005-6022","7/18/16","NA0008941301","Skin"
"1042","UBMkid481127824","69-130-8012","8/28/17","NA0008948190","Skin"
"1043","UBMkid481128125","69-040-2013","10/9/14","NA0008933896","Skin"
"1044","UBMkid482107347","69-114-6021","3/14/16","NA0009878197","Mouth"
"1045","UBMkid482107424","69-107-6021_1","3/14/16","NA0009878190","Mouth"
"1046","UBMkid482127981","69-026-2064","10/26/17","NA0008948225","Skin"
"1047","UBMkid482129032","69-104-6015","9/4/15","NA0008933618","Skin"
"1048","UBMkid483105022","69-074-6021","4/9/15","NA0008353009","Mouth"
"1049","UBMkid483105110","69-069-03","4/10/15","NA0008352977","Mouth"
"1050","UBMkid484105786","69-026-2055","1/5/17","NA0008933562","Mouth"
"1051","UBMkid484107304","69-047-3011","9/30/14","NA0009878184","Mouth"
"1052","UBMkid484107473","70-1003-05","10/30/13","NA0008352322","Mouth"
"1053","UBMkid484129393","69-036-1012","12/19/13","NA0008932986","Skin"
"1054","UBMkid485104781","69-039-06","5/20/15","NA0008366791","Mouth"
"1055","UBMkid485105111","69-034-06","3/25/15","NA0008353000","Mouth"
"1056","UBMkid485105157","69-100-6025","3/18/16","NA0008352973","Mouth"
"1057","UBMkid487105722","69-110-04","12/8/16","NA0008933404","Mouth"
"1058","UBMkid488107487","69-041-4014","7/17/14","NA0009878200","Mouth"
"1059","UBMkid488127957","69-053-5011","8/17/17","NA0008948212","Skin"
"1060","UBMkid489105767","69-079-05","5/31/16","NA0008933571","Mouth"
"1061","UBMkid489107439","70-1005-07","5/21/14","NA0009878169","Mouth"
"1062","UBMkid489127873","69-130-01","7/24/17","NA0008898562","Skin"
"1063","UBMkid490104861","69-027-03","4/30/14","NA0008366820","Mouth"
"1064","UBMkid490104921","69-064-6012","4/2/15","NA0008353005","Mouth"
"1065","UBMkid490107556","70-1004-1011","11/1/13","NA0009878182","Mouth"
"1066","UBMkid490127944","70-1006-05","12/4/13","NA0008948228","Skin"
"1067","UBMkid490128155","69-078-04","1/13/16","NA0008933920","Skin"
"1068","UBMkid490128192","69-037-11","1/22/16","NA0008933918","Skin"
"1069","UBMkid490129113","69-060-03","2/25/15","NA0008933596","Skin"
"1070","UBMkid490129137","69-041-06","8/31/15","NA0008933602","Skin"
"1071","UBMkid491104853","69-069-1021","5/20/15","NA0008366798","Mouth"
"1072","UBMkid491129236","69-031-1012","4/5/14","NA0008932976","Skin"
"1073","UBMkid491129411","69-047-01","5/21/14","NA0008933476","Skin"
"1074","UBMkid492104645","69-023-6025","4/20/15","NA0008366829","Mouth"
"1075","UBMkid492128167","69-001-7015","1/15/16","NA0008933888","Skin"
"1076","UBMkid492128565","69-035-13","8/17/16","NA0008948150","Skin"
"1077","UBMkid493128943","69-069-1015","3/19/15","NA0008330994","Skin"
"1078","UBMkid493129076","69-053-6013","7/28/15","NA0008899159","Skin"
"1079","UBMkid495105135","69-032-1025","1/12/16","NA0008353007","Mouth"
"1080","UBMkid495128716","69-097-04","5/6/16","NA0008948144","Skin"
"1081","UBMkid495128812","70-1005-6014","5/10/16","NA0008941276","Skin"
"1082","UBMkid495128864","70-1008-2024","11/20/15","NA0008330991","Skin"
"1083","UBMkid495819639","69-109-7023","10/10/16","NA0014721990","Skin"
"1084","UBMkid496104850","69-028-6013","4/16/15","NA0008366795","Mouth"
"1085","UBMkid496104862","69-026-2012","10/2/14","NA0008366823","Mouth"
"1086","UBMkid496128775","69-039-08","7/6/16","NA0008948141","Skin"
"1087","UBMkid496128866","69-001-4021","7/24/15","NA0008330983","Skin"
"1088","UBMkid497105784","69-064-10","10/7/16","NA0008933559","Mouth"
"1089","UBMkid497128084","69-114-6022","3/21/16","NA0008941890","Skin"
"1090","UBMkid497129293","70-1005-1025","7/30/14","NA0008932994","Skin"
"1091","UBMkid498129316","69-107-6011","10/5/15","NA0008933468","Skin"
"1092","UBMkid499105166","69-046-2013","10/23/14","NA0008352969","Mouth"
"1093","UBMkid499128287","69-026-4013","3/23/16","NA0008933927","Skin"
"1094","UBMkid499129248","69-031-02","2/3/14","NA0008933474","Skin"
"1095","UBMkid500105668","70-1005-6034","11/14/16","NA0008933409","Mouth"
"1096","UBMkid501104879","69-001-6037","5/13/15","NA0008366832","Mouth"
"1097","UBMkid501128977","70-1005-14","2/4/16","NA0008899171","Skin"
"1098","UBMkid502104873","70-1008-2024","11/20/15","NA0008366828","UNK"
"1099","UBMkid503104944","69-023-6022","4/2/15","NA0008352988","Mouth"
"1100","UBMkid503129276","69-070-05","7/1/15","NA0011525388","Skin"
"1101","UBMkid504104941","69-123-01","1/28/16","NA0009889542","Mouth"
"1102","UBMkid504104953","69-091-4015","12/14/15","NA0008353261","Mouth"
"1103","UBMkid505105551","69-077-08","11/30/16","NA0008933425","Mouth"
"1104","UBMkid505128871","69-001-4026","9/8/15","NA0008899180","Skin"
"1105","UBMkid506128689","69-123-6035","5/12/16","NA0008933007","Skin"
"1106","UBMkid506819240","69-001","12/16/14","NA0014721996","Skin"
"1107","UBMkid507104972","69-001-7012","12/21/15","NA0008353295","Mouth"
"1108","UBMkid507128296","70-1015-1011","10/1/14","NA0008941892","Skin"
"1109","UBMkid507128840","69-048-10","8/3/16","NA0008941319","Skin"
"1110","UBMkid507129097","70-1010-11","2/17/16","NA0008331027","Skin"
"1111","UBMkid508128742","69-027-11","6/1/16","NA0008932979","Skin"
"1112","UBMkid509128684","69-069-6035","5/19/16","NA0008948142","Skin"
"1113","UBMkid509129243","69-068-03","3/3/15","NA0008933346","Skin"
"1114","UBMkid509819432","69-011-01","3/29/13","NA0014721961","Skin"
"1115","UBMkid510128340","69-026-2011","9/30/14","NA0008941875","Skin"
"1116","UBMkid510128587","69-069-6033","5/9/16","NA0008948156","Skin"
"1117","UBMkid511129193","70-1006-2012","9/12/14","NA0008933309","Skin"
"1118","UBMkid512104782","69-032-07","5/28/15","NA0008366810","Mouth"
"1119","UBMkid512105007","69-060-03","2/25/15","NA0008353262","Mouth"
"1120","UBMkid512127952","69-111-04","12/8/16","NA0011525135","Skin"
"1121","UBMkid512128283","70-1006-2015","10/2/14","NA0008941867","Skin"
"1122","UBMkid512128307","69-040-2015","10/23/14","NA0008941889","Skin"
"1123","UBMkid513104771","69-048-05","3/4/15","NA0008366807","Mouth"
"1124","UBMkid514105616","69-090-1024","9/14/16","NA0008933447","Mouth"
"1125","UBMkid514128335","69-055-02","10/14/14","NA0008941866","Skin"
"1126","UBMkid514129179","70-1003-09","1/21/15","NA0008898249","Skin"
"1127","UBMkid515129413","69-047-05","6/19/15","NA0008933306","Skin"
"1128","UBMkid516107526","70-1014-03","3/31/14","NA0009878186","Mouth"
"1129","UBMkid516128225","69-001-7013","1/5/16","NA0008933921","Skin"
"1130","UBMkid517104992","69-069-6033","2/8/16","NA0009889537","Mouth"
"1131","UBMkid517129368","69-063-05","7/15/15","NA0008933332","Skin"
"1132","UBMkid518104841","69-064-6035","10/8/15","NA0008366811","Mouth"
"1133","UBMkid519128604","69-063-10","7/12/16","NA0008941288","Skin"
"1134","UBMkid519128975","70-1012-10","9/18/15","NA0008933605","Skin"
"1135","UBMkid520127832","69-058-11","6/1/17","NA0008898578","Skin"
"1136","UBMkid520128059","70-1002-2012","11/9/15","NA0008933911","Skin"
"1137","UBMkid520128856","69-074-6033","7/30/15","NA0008899197","Skin"
"1138","UBMkid521129067","70-1001-14","1/29/16","NA0008933594","Skin"
"1139","UBMkid522104868","69-047-04","3/13/15","NA0008366799","Mouth"
"1140","UBMkid522127814","70-1008-1012","1/6/14","NA0010630092","Skin"
"1141","UBMkid522128048","69-123-3012","3/16/16","NA0008933917","Skin"
"1142","UBMkid523104938","70-1010-2015","12/4/15","NA0008362390","Mouth"
"1143","UBMkid523128910","69-114-01","9/3/15","NA0008933636","Skin"
"1144","UBMkid524127881","70-1005-16","9/18/17","NA0008898543","Skin"
"1145","UBMkid524128344","69-046-2012","10/21/14","NA0008933322","Skin"
"1146","UBMkid525107415","69-027-07","4/22/15","NA0009878189","Mouth"
"1147","UBMkid526128773","69-118-03","5/12/16","NA0008948175","Skin"
"1148","UBMkid526128915","70-1015-6021","6/8/15","NA0008330986","Skin"
"1149","UBMkid527104855","69-010-03","4/17/15","NA0008366817","Mouth"
"1150","UBMkid527129189","69-079-1012","3/2/15","NA0008933318","Skin"
"1151","UBMkid527129427","69-077-03","6/10/15","NA0008898284","Skin"
"1152","UBMkid528128271","69-074-LTFA.2","3/14/16","NA0008941877","Skin"
"1153","UBMkid528128650","69-090-06","8/2/16","NA0008941285","Skin"
"1154","UBMkid529104799","69-051-04","4/16/15","NA0008366788","Mouth"
"1155","UBMkid530104966","69-124-01","1/29/16","NA0009889560","Mouth"
"1156","UBMkid530128249","70-1015-6036","11/5/15","NA0008941859","Skin"
"1157","UBMkid531127909","70-1015-04","7/2/14","NA0008948218","Skin"
"1158","UBMkid531128187","69-090-03","11/17/15","NA0008933325","Skin"
"1159","UBMkid531128680","70-1005-6016","5/20/16","NA0008948151","Skin"
"1160","UBMkid531129156","70-1015-6015","4/30/15","NA0008933348","Skin"
"1161","UBMkid531129198","69-053-1032","6/8/15","NA0011525389","Skin"
"1162","UBMkid532104872","69-086-1015","5/13/15","NA0008366826","Mouth"
"1163","UBMkid533105161","69-064-6024","6/25/15","NA0008362407","Mouth"
"1164","UBMkid533819657","69-001","12/22/14","NA0014721976","Skin"
"1165","UBMkid535104878","70-1003-13","11/20/15","NA0008366797","UNK"
"1166","UBMkid535127886","70-1008-6033","7/25/17","NA0008948351","Skin"
"1167","UBMkid535128165","70-1008-2012","11/6/14","NA0008933929","Skin"
"1168","UBMkid535128181","69-053-6031","1/19/16","NA0008933923","Skin"
"1169","UBMkid537127941","69-124-02","8/9/17","NA0008948349","Skin"
"1170","UBMkid538104639","69-095-01","5/22/15","NA0008366801","Mouth"
"1171","UBMkid538104694","69-104-6015","9/4/15","NA0009404714","Mouth"
"1172","UBMkid538127877","69-077-10","9/13/17","NA0008948370","Skin"
"1173","UBMkid538129206","69-043-05","2/27/15","NA0008933335","Skin"
"1174","UBMkid538129327","70-1015-6011","4/6/15","NA0008933315","Skin"
"1175","UBMkid540127866","69-026-2034","10/23/15","NA0008948219","Skin"
"1176","UBMkid541129253","69-073-02","3/3/15","NA0008933352","Skin"
"1177","UBMkid541819642","69-046-12","5/14/18","NA0014722000","Skin"
"1178","UBMkid542127806","69-063-12","7/10/17","NA0008948341","Skin"
"1179","UBMkid542128229","69-065-01","10/15/14","NA0008933904","Skin"
"1180","UBMkid543128767","69-091-05","5/23/16","NA0008948163","Skin"
"1181","UBMkid543129197","69-053-1033","6/12/15","NA0011525393","Skin"
"1182","UBMkid543819651","69-001","1/26/15","NA0014721955","Skin"
"1183","UBMkid544128097","70-1010-2012","11/13/15","NA0008933906","Skin"
"1184","UBMkid545819111","69-109-7017","9/26/16","NA0014756772","Skin"
"1185","UBMkid546104834","69-098-6011","6/30/15","NA0009404693","Mouth"
"1186","UBMkid546105061","69-111-01","9/3/15","NA0008366983","Mouth"
"1187","UBMkid547105095","69-074-2015","11/24/15","NA0008367018","Mouth"
"1188","UBMkid547105678","69-026-2041","6/29/16","NA0008933549","Mouth"
"1189","UBMkid548107474","70-1008-1012","1/6/14","NA0009878196","Mouth"
"1190","UBMkid548128140","69-048-2015","10/22/14","NA0008941853","Skin"
"1191","UBMkid548819477","69-001","5/15/18","NA0014756767","Skin"
"1192","UBMkid549104709","69-010-1014","8/13/14","NA0009404725","Mouth"
"1193","UBMkid549105569","69-057-09","10/27/16","NA0008933566","Mouth"
"1194","UBMkid549127804","69-085-08","8/1/17","NA0008948227","Skin"
"1195","UBMkid549128137","70-1001-2013","10/24/14","NA0008941850","Skin"
"1196","UBMkid549128593","sa2_p","4/2/17","NA0008948147","Skin"
"1197","UBMkid549128837","69-120-03","5/6/16","NA0008941321","Skin"
"1198","UBMkid549129369","69-028-6024","6/22/15","NA0011525382","Skin"
"1199","UBMkid550127781","69-053-8022","7/20/17","NA0008948224","Skin"
"1200","UBMkid550128730","69-095-05","6/3/16","NA0008941295","Skin"
"1201","UBMkid550128760","69-046-09","5/19/16","NA0008948169","Skin"
"1202","UBMkid550128834","70-1005-6026","8/11/16","NA0008941291","Skin"
"1203","UBMkid551127757","69-001-7062","8/3/17","NA0008948337","Skin"
"1204","UBMkid551128748","69-035-12","5/24/16","NA0008948161","Skin"
"1205","UBMkid552104931","69-031-06","2/20/15","NA0008367026","Mouth"
"1206","UBMkid552129357","69-069-1011","2/12/15","NA0008933307","Skin"
"1207","UBMkid553105712","69-100-6033","9/26/16","NA0008933442","Mouth"
"1208","UBMkid553107591","69-022-07","10/16/15","NA0009878171","Mouth"
"1209","UBMkid553129147","69-040-04","2/20/15","NA0008933340","Skin"
"1210","UBMkid553819252","69-078-10","3/22/18","NA0014756751","Skin"
"1211","UBMkid554128912","69-103-01","7/23/15","NA0008331028","Skin"
"1212","UBMkid555104801","69-073-02","3/3/15","NA0009404720","Mouth"
"1213","UBMkid555107372","69-107-6015","10/29/15","NA0009878167","Mouth"
"1214","UBMkid555128112","70-1001-2014","11/3/14","NA0008933909","Skin"
"1215","UBMkid555129222","69-071-02","2/20/15","NA0008933328","Skin"
"1216","UBMkid556105018","69-053-2021","9/29/15","NA0008367024","Mouth"
"1217","UBMkid556129135","69-001-4024","8/11/15","NA0008933609","Skin"
"1218","UBMkid556819384","70-1015-1034","4/2/18","NA0014756754","Skin"
"1219","UBMkid557128945","69-104-6014","9/1/15","NA0008933626","Skin"
"1220","UBMkid557129325","69-063-6026","2/19/15","NA0011525404","Skin"
"1221","UBMkid558104631","69-036-08","7/1/15","NA0009404687","Mouth"
"1222","UBMkid558128548","69-001-7033","5/9/16","NA0008948155","Skin"
"1223","UBMkid558129070","70-1010-09","8/3/15","NA0008330995","Skin"
"1224","UBMkid558129351","69-079-02","7/6/15","NA0008933347","Skin"
"1225","UBMkid560104922","69-001-E11","9/24/15","NA0008367021","Mouth"
"1226","UBMkid560128020","70-1008-6036","8/11/17","NA0008948332","Skin"
"1227","UBMkid560128860","70-1015-6023","6/22/15","NA0008330993","Skin"
"1228","UBMkid561105078","69-012-07","10/22/14","NA0008352999","Mouth"
"1229","UBMkid562104820","70-1001-2012","10/22/14","NA0009404711","Mouth"
"1230","UBMkid562128082","69-063-1015","10/13/14","NA0008941862","Skin"
"1231","UBMkid562128682","70-1005-6013","5/3/16","NA0008941279","Skin"
"1232","UBMkid562129109","69-074-6035","8/12/15","NA0008899183","Skin"
"1233","UBMkid562129416","69-063-6025","2/12/15","NA0008933337","Skin"
"1234","UBMkid563104783","69-090-03","11/17/15","NA0009404703","Mouth"
"1235","UBMkid563129094","70-1008-2025","12/4/15","NA0008933598","Skin"
"1236","UBMkid564127887","69-053-6034","11/29/16","NA0008898552","Skin"
"1237","UBMkid564128668","69-090-1014","7/19/16","NA0008948174","Skin"
"1238","UBMkid564129146","69-058-05","7/8/15","NA0008933320","Skin"
"1239","UBMkid565105553","69-125-01","7/7/16","NA0008933433","Mouth"
"1240","UBMkid565819108","69-001-7074","3/2/18","NA0014756761","Skin"
"1241","UBMkid566104869","70-1015-1011","10/1/14","NA0009404712","Mouth"
"1242","UBMkid566127856","69-039-09","12/14/16","NA0008948374","Skin"
"1243","UBMkid567128566","69-085-05","5/17/16","NA0008941313","Skin"
"1244","UBMkid568105113","70-1005-06","2/19/14","NA0008362517","Mouth"
"1245","UBMkid568127756","69-130-8011","8/22/17","NA0008948375","Skin"
"1246","UBMkid568127918","69-026-13","10/3/17","NA0008948358","Skin"
"1247","UBMkid568129333","69-001-6038","6/5/15","NA0008933336","Skin"
"1248","UBMkid568129420","69-074-6033","7/16/15","NA0011525406","Skin"
"1249","UBMkid568819456","69-132-01","5/15/18","NA0014756782","Skin"
"1250","UBMkid569127769","69-077-04","10/21/15","NA0008948222","Skin"
"1251","UBMkid570105026","70 1004 05","9/18/13","NA0008362541","Mouth"
"1252","UBMkid570129362","69-057-05","7/8/15","NA0008933338","Skin"
"1253","UBMkid570129366","69-010-04","7/17/15","NA0008898253","Skin"
"1254","UBMkid571127934","69-001-7064","8/29/17","NA0008948207","Skin"
"1255","UBMkid571128881","70-1011-10","9/29/15","NA0008330997","Skin"
"1256","UBMkid571129437","69-104-01","7/22/15","NA0011525395","Skin"
"1257","UBMkid571819801","69-021-11","12/13/17","NA0014756758","Skin"
"1258","UBMkid572128289","69-023-09","1/11/16","NA0008933926","Skin"
"1259","UBMkid573104642","70-1001-2011","10/20/14","NA0009404692","Mouth"
"1260","UBMkid573104751","70-1015-2014","10/9/14","NA0009404733","Mouth"
"1261","UBMkid573127954","69-125-04","7/5/17","NA0008948350","Skin"
"1262","UBMkid573129375","69-068-04","7/14/15","NA0008933310","Skin"
"1263","UBMkid574128027","70-1006-06","3/10/14","NA0008948531","Skin"
"1264","UBMkid575104670","69-003-03","6/19/13","NA0009404796","Mouth"
"1265","UBMkid575105085","69-048-02","6/6/14","NA0008362545","Mouth"
"1266","UBMkid575128809","69-001-7035","5/26/16","NA0008948164","Skin"
"1267","UBMkid576105155","69-064-6014","4/23/15","NA0008329009","Mouth"
"1268","UBMkid576105521","69-100-6034","10/3/16","NA0008933419","Mouth"
"1269","UBMkid576128877","69-078-01","3/18/15","NA0008933604","Skin"
"1270","UBMkid576129308","70-1015-6014","4/27/15","NA0011525394","Skin"
"1271","UBMkid577105496","69-022-09","10/20/16","NA0008933443","Mouth"
"1272","UBMkid577819081","69-001","1/25/15","NA0014756768","Skin"
"1273","UBMkid579104687","69-010-05","11/17/15","NA0009404814","Mouth"
"1274","UBMkid579105666","70-1006-15","8/8/16","NA0008933547","Mouth"
"1275","UBMkid579128594","69-001-1043","7/8/16","NA0008941305","Skin"
"1276","UBMkid579128972","70-1004-13","11/18/15","NA0008933623","Skin"
"1277","UBMkid579129271","69-064-6023","7/2/15","NA0011525402","Skin"
"1278","UBMkid580128554","69-048-09","5/11/16","NA0008941320","Skin"
"1279","UBMkid580129418","69-078-02","6/10/15","NA0011525377","Skin"
"1280","UBMkid580819084","69-001","11/11/13","NA0014756788","Skin"
"1281","UBMkid581105028","69-016-1012","6/20/14","NA0008329006","Mouth"
"1282","UBMkid581129004","69-063-6041","9/15/15","NA0008933621","Skin"
"1283","UBMkid581129376","69-001-1025","7/21/15","NA0011525368","Skin"
"1284","UBMkid582105107","70-1002-07","3/3/14","NA0008328972","Mouth"
"1285","UBMkid583105763","69-103-03","2/17/16","NA0008933444","Mouth"
"1286","UBMkid583819516","69-123-8013","7/9/18","NA0014756760","Skin"
"1287","UBMkid584128297","69-001-7017","1/26/16","NA0008941864","Skin"
"1288","UBMkid585105772","69-100-03","11/21/16","NA0008933403","Mouth"
"1289","UBMkid585128170","70-1008-2013","11/10/14","NA0008941895","Skin"
"1290","UBMkid585128635","69-045-09","6/1/16","NA0008941287","Skin"
"1291","UBMkid585128942","70-1006-1014","1/5/16","NA0008331011","Skin"
"1292","UBMkid586104704","70-1006-2015","10/2/14","NA0009404806","Mouth"
"1293","UBMkid586105172","70-1011-05","4/2/14","NA0008332854","Mouth"
"1294","UBMkid586127847","69-110-04","12/8/16","NA0008948331","Skin"
"1295","UBMkid586819054","69-129-1014","11/10/17","NA0014756791","Skin"
"1296","UBMkid587105762","69-100-6031","9/12/16","NA0008933446","Mouth"
"1297","UBMkid587127842","70-1002-06","10/30/13","NA0008948523","Skin"
"1298","UBMkid588104763","70-1001-2022","10/20/15","NA0009404795","Mouth"
"1299","UBMkid588104779","69-028-2022","11/17/15","NA0009404793","Mouth"
"1300","UBMkid588128255","70-1002-2014","11/16/15","NA0008941876","Skin"
"1301","UBMkid588129304","69-052-05","6/30/15","NA0011525374","Skin"
