"","KitID","SampleID","Date","Barcodes","SampleType"
"659","UBMkid343104946","69-104-6014","9/1/15","NA0008332513","Mouth"
"660","UBMkid343107303","69-021-02","12/13/13","NA0008352299","Mouth"
"661","UBMkid343129129","69-039-07","11/21/15","NA0008948166","Skin"
"662","UBMkid344107430","69-034-03","5/28/14","NA0008329147","Mouth"
"663","UBMkid344127838","70-1011-03","9/25/13","NA0010630076","Skin"
"664","UBMkid344129169","69-031-1013","4/9/14","NA0011524481","Skin"
"665","UBMkid345104978","69-001-4026","9/8/15","NA0008353283","Mouth"
"666","UBMkid346105051","69-001-7026","3/25/16","NA0008353258","Mouth"
"667","UBMkid346107482","69-033-01","10/28/13","NA0008332886","Mouth"
"668","UBMkid346128949","69-001-6037","5/13/15","NA0008943056","Skin"
"669","UBMkid347105342","69-001-7041","8/22/16","NA0011525458","Mouth"
"670","UBMkid347105718","69-123-6038","9/26/16","NA0008898457","Mouth"
"671","UBMkid347127777","69-068-09","12/5/16","NA0010629658","Skin"
"672","UBMkid347129244","69-024-02","4/16/14","NA0008933015","Skin"
"673","UBMkid347129364","69-039-01","12/6/13","NA0008933495","Skin"
"674","UBMkid348104900","69-069-1015","3/19/15","NA0008353298","Mouth"
"675","UBMkid348104955","70-1015-6022","6/15/15","NA0008353284","Mouth"
"676","UBMkid348105140","70-1001-12","5/7/15","NA0008353274","Mouth"
"677","UBMkid348105491","69-026-2044","7/19/16","NA0011531073","Mouth"
"678","UBMkid348128620","70-1012-06","8/4/14","NA0008898687","Skin"
"679","UBMkid349128547","69-013-1015","1/9/15","NA0008949576","Skin"
"680","UBMkid349128884","69-027-2011","10/2/14","NA0011470344","Skin"
"681","UBMkid349819669","69-123-1023","4/30/18","NA0014756478","Skin"
"682","UBMkid350128769","69-057-04","4/3/15","NA0008949575","Skin"
"683","UBMkid351104755","69-041-03","10/1/14","NA0008332180","Mouth"
"684","UBMkid351104967","69-100-6013","10/5/15","NA0008353278","Mouth"
"685","UBMkid351105178","69-114-6011","10/19/15","NA0008352237","Mouth"
"686","UBMkid351819927","69-109-7011","9/12/16","NA0014756467","Skin"
"687","UBMkid353105759","69-022-08","6/20/16","NA0008898438","Mouth"
"688","UBMkid353107555","69-033-02","12/4/13","NA0008332897","Mouth"
"689","UBMkid353128545","69-064-6013","4/9/15","NA0008949542","Skin"
"690","UBMkid354105141","69-063-6042","9/22/15","NA0008353279","Mouth"
"691","UBMkid354107326","69-023-1012","1/15/14","NA0008329004","Mouth"
"692","UBMkid354107400","69-032-2015","11/21/14","NA0008329145","Mouth"
"693","UBMkid354128733","69-061-03","4/1/15","NA0008898695","Skin"
"694","UBMkid354128979","69-057-06","10/7/15","NA0011470348","Skin"
"695","UBMkid354129088","69-021-03","3/5/14","NA0008948154","Skin"
"696","UBMkid355107468","69-031-1011","4/3/14","NA0008329114","Mouth"
"697","UBMkid355128776","69-027-04","7/16/14","NA0008949533","Skin"
"698","UBMkid355129275","69-003-08","2/19/14","NA0008933460","Skin"
"699","UBMkid356104711","70-1010-2012","11/13/15","NA0008332169","Mouth"
"700","UBMkid356104772","69-058-03","10/6/14","NA0008332158","Mouth"
"701","UBMkid356107345","69-053-4014","7/24/14","NA0008352319","Mouth"
"702","UBMkid356128578","69-013-1014","12/19/14","NA0008949563","Skin"
"703","UBMkid357104749","69-047-06","10/7/15","NA0008331901","Mouth"
"704","UBMkid357127790","69-060-08","12/8/16","NA0010630096","Skin"
"705","UBMkid358104696","70-1001-09","7/22/14","NA0008331906","Mouth"
"706","UBMkid358104926","69-052-06","9/22/15","NA0008353265","Mouth"
"707","UBMkid358129065","69-063-6036","4/20/15","NA0008943080","Skin"
"708","UBMkid359104785","70-1005-1025","7/30/14","NA0008332049","Mouth"
"709","UBMkid359128567","69-040-3012","4/6/15","NA0008898723","Skin"
"710","UBMkid360104648","69-063-6045","10/9/15","NA0008332173","Mouth"
"711","UBMkid361104605","69-116-01","10/12/15","NA0008332157","Mouth"
"712","UBMkid362105165","69-115-01","9/11/15","NA0008353253","Mouth"
"713","UBMkid362127976","70-1015-02","1/23/14","NA0010629666","Skin"
"714","UBMkid362128916","69-043-1023","10/3/14","NA0008948165","Skin"
"715","UBMkid363104889","69-006-02","7/11/13","NA0008332142","Mouth"
"716","UBMkid363105789","69-090-1035","12/15/16","NA0008898456","Mouth"
"717","UBMkid363107398","69-039-02","1/22/14","NA0008352298","Mouth"
"718","UBMkid363129028","69-041-03","10/1/14","NA0008947949","Skin"
"719","UBMkid364129172","69-032-2015","11/21/14","NA0008932978","Skin"
"720","UBMkid364129241","69-033-01","10/28/13","NA0008933486","Skin"
"721","UBMkid365129318","69-012-10","10/6/15","NA0008933490","Skin"
"722","UBMkid365129343","69-012-06","5/1/14","NA0008933450","Skin"
"723","UBMkid366128676","69-026-04","7/10/14","NA0008898680","Skin"
"724","UBMkid368107508","69-050-01","5/30/14","NA0008352307","Mouth"
"725","UBMkid368819699","70-1005-1031","3/8/18","NA0014756477","Skin"
"726","UBMkid369104653","69-016-03","3/12/14","NA0008332039","Mouth"
"727","UBMkid369107310","69-048-01","4/18/14","NA0008352330","Mouth"
"728","UBMkid369128781","69-063-6016","12/18/14","NA0008898701","Skin"
"729","UBMkid369129102","69-085-1011","11/18/15","NA0011470378","Skin"
"730","UBMkid370129231","69-052-01","4/17/14","NA0008933473","Skin"
"731","UBMkid371105034","69-078-01","3/18/15","NA0008353286","Mouth"
"732","UBMkid371107458","69-039-1012","2/15/14","NA0008332855","Mouth"
"733","UBMkid371129296","69-034-02","1/29/14","NA0008932983","Skin"
"734","UBMkid372105776","69-111-04","12/8/16","NA0008933415","Mouth"
"735","UBMkid372129100","69-031-07","5/19/15","NA0008943058","Skin"
"736","UBMkid373104819","69-028-2013","10/6/14","NA0008332141","Mouth"
"737","UBMkid373128704","69-023-6026","4/27/15","NA0008949530","Skin"
"738","UBMkid373128720","69-053-4011","7/17/14","NA0008898714","Skin"
"739","UBMkid373128996","69-071-05","11/20/15","NA0008941420","Skin"
"740","UBMkid374104758","70-1015-6031","10/5/15","NA0009404819","Mouth"
"741","UBMkid374128918","69-026-2012","10/2/14","NA0011470343","Skin"
"742","UBMkid374128995","69-004-01","3/3/14","NA0008941440","Skin"
"743","UBMkid375129435","69-001-64","10/3/13","NA0008932970","Skin"
"744","UBMkid376129069","69-069-1021","5/20/15","NA0008943082","Skin"
"745","UBMkid377104676","70-1015-6034","10/26/15","NA0009404820","Mouth"
"746","UBMkid377104810","70-1002-2012","11/9/15","NA0008332160","Mouth"
"747","UBMkid377105593","69-060-08","12/8/16","NA0011531137","Mouth"
"748","UBMkid377129270","69-048-04","12/10/14","NA0008933466","Skin"
"749","UBMkid377819465","69-095-08","11/2/17","NA0014756485","Skin"
"750","UBMkid377819549","69-001","1/8/14","NA0014756499","Skin"
"751","UBMkid378105721","69-122-03","11/18/16","NA0008898474","Mouth"
"752","UBMkid378107350","69-039-01","12/6/13","NA0008332862","Mouth"
"753","UBMkid378129428","69-037-1023","7/25/14","NA0011524472","Skin"
"754","UBMkid379104802","69-026-2033","10/19/15","NA0008332146","Mouth"
"755","UBMkid381128669","69-060-02","9/17/14","NA0008331006","Skin"
"756","UBMkid383107516","69-061-03","4/1/15","NA0009878203","Mouth"
"757","UBMkid383128636","69-001-6035","4/24/15","NA0008949559","Skin"
"758","UBMkid383128923","69-001-6046","11/13/15","NA0008948145","Skin"
"759","UBMkid383129134","69-040-2012","10/7/14","NA0008941442","Skin"
"760","UBMkid384105016","70-1001-14","1/29/16","NA0008353263","Mouth"
"761","UBMkid384107401","69-048-2012","10/1/14","NA0009878180","Mouth"
"762","UBMkid384129123","69-001-6041","10/31/15","NA0011470350","Skin"
"763","UBMkid384129352","69-074-01","12/9/14","NA0008933456","Skin"
"764","UBMkid384129354","69-050-01","5/30/14","NA0008933480","Skin"
"765","UBMkid384819396","69-122-8012","1/31/18","NA0014756474","Skin"
"766","UBMkid384819492","69-001","12/18/13","NA0014756488","Skin"
"767","UBMkid385104712","69-074-6022","4/16/15","NA0008332051","Mouth"
"768","UBMkid385105695","69-026-2054","12/20/16","NA0008898468","Mouth"
"769","UBMkid385128830","70-1006-1011","1/9/15","NA0008898682","Skin"
"770","UBMkid385819300","69-063-2012","3/19/18","NA0014721999","Skin"
"771","UBMkid386105605","69-034-12","10/18/16","NA0008898469","Mouth"
"772","UBMkid387104635","69-071-05","11/20/15","NA0008332147","Mouth"
"773","UBMkid387107386","70-1002-08","6/11/14","NA0009878178","Mouth"
"774","UBMkid388105060","69-010-04","7/17/15","NA0008362406","Mouth"
"775","UBMkid390129061","69-027-2013","10/7/14","NA0008941425","Skin"
"776","UBMkid390129274","69-032-01","10/28/13","NA0008933016","Skin"
"777","UBMkid390819774","69-114-04","3/2/18","NA0014721973","Skin"
"778","UBMkid392104760","69-069-1022","5/22/15","NA0008331896","Mouth"
"779","UBMkid392104837","69-028-2012","10/3/14","NA0008331908","Mouth"
"780","UBMkid392107554","69-001-7014","1/12/16","NA0009878202","Mouth"
"781","UBMkid392127916","69-045-11","6/28/17","NA0010630099","Skin"
"782","UBMkid392129181","69-010-1024","12/9/14","NA0008932982","Skin"
"783","UBMkid393107352","69-037-1012","1/22/14","NA0008352323","Mouth"
"784","UBMkid393107557","69-021-01","9/20/13","NA0008352332","Mouth"
"785","UBMkid393129289","69-065-02","11/25/14","NA0008933484","Skin"
"786","UBMkid394104636","69-069-1023","5/27/15","NA0008332163","Mouth"
"787","UBMkid394104960","69-074-6035","8/12/15","NA0008353266","Mouth"
"788","UBMkid394105179","70-1012-09","6/16/15","NA0008362419","Mouth"
"789","UBMkid394127953","70-1008-06","5/7/14","NA0010630063","Skin"
"790","UBMkid394819822","69-091-09","5/17/18","NA0014721998","Skin"
"791","UBMkid395105129","69-028-6031","9/21/15","NA0008353289","Mouth"
"792","UBMkid395129196","69-037-01","12/13/13","NA0008933485","Skin"
"793","UBMkid396129046","69-053-4015","8/7/14","NA0008943077","Skin"
"794","UBMkid396129307","69-039-1011","2/13/14","NA0008933497","Skin"
"795","UBMkid397104991","70-1008-2013","11/10/14","NA0008362416","Mouth"
"796","UBMkid397107412","69-001-6014","12/7/14","NA0008332866","Mouth"
"797","UBMkid397128823","69-001-1021","6/17/15","NA0008898681","Skin"
"798","UBMkid399105160","69-040-06","8/14/15","NA0008362403","Mouth"
"799","UBMkid400128814","69-053-04","4/15/15","NA0008898692","Skin"
"800","UBMkid401128810","69-001-6034","4/21/15","NA0008949545","Skin"
"801","UBMkid401129176","69-053-2015","11/26/14","NA0008933462","Skin"
"802","UBMkid402104812","69-045-01","3/19/14","NA0008331917","Mouth"
"803","UBMkid402104999","69-023-6031","7/2/15","NA0008362388","Mouth"
"804","UBMkid402128579","69-064-6033","9/28/15","NA0011524500","Skin"
"805","UBMkid402128901","69-047-04","3/13/15","NA0008943053","Skin"
"806","UBMkid403128924","69-081-01","3/4/15","NA0008943086","Skin"
"807","UBMkid404127984","69-122-2023","10/27/17","NA0010624115","Skin"
"808","UBMkid405128739","69-001-6036","5/1/15","NA0011524494","Skin"
"809","UBMkid406105065","69-057-01","8/18/14","NA0008332495","Mouth"
"810","UBMkid406105092","69-063-6025","2/12/15","NA0008332511","Mouth"
"811","UBMkid406107404","69-037-1011","1/6/14","NA0008332888","Mouth"
"812","UBMkid406127938","70-1008-14","11/30/16","NA0008898570","Skin"
"813","UBMkid406128602","69-063-6031","3/16/15","NA0008899200","Skin"
"814","UBMkid406129149","69-036-04","7/23/14","NA0011524495","Skin"
"815","UBMkid406129397","69-036-01","11/13/13","NA0008932987","Skin"
"816","UBMkid407107574","69-001-1012","12/5/14","NA0008332877","Mouth"
"817","UBMkid407129152","69-026-1014","11/26/14","NA0008931698","Skin"
"818","UBMkid408104754","69-069-1014","3/5/15","NA0008332140","Mouth"
"819","UBMkid408104928","69-052-04","2/24/15","NA0008332474","Mouth"
"820","UBMkid408129068","69-013-01","5/31/13","NA0008948181","Skin"
"821","UBMkid408129118","69-095-01","5/22/15","NA0008943081","Skin"
"822","UBMkid408819414","69-032-12","4/4/18","NA0014721965","Skin"
"823","UBMkid409104614","69-010-1013","7/31/14","NA0008331916","Mouth"
"824","UBMkid409127910","69-016-1011","6/18/14","NA0010630101","Skin"
"825","UBMkid409128182","69-051-03","1/16/15","NA0008898702","Skin"
"826","UBMkid409128935","69-041-01","3/17/14","NA0008943085","Skin"
"827","UBMkid409819888","69-001-7085","7/13/18","NA0014721991","Skin"
"828","UBMkid410128893","69-116-01","10/12/15","NA0011470366","Skin"
"829","UBMkid410129052","69-032-5012","10/1/14","NA0008948183","Skin"
"830","UBMkid410129124","69-063-6044","10/6/15","NA0008943072","Skin"
"831","UBMkid410129154","69-021-02","12/13/13","NA0008933487","Skin"
"832","UBMkid410129173","69-027-02","1/22/14","NA0008933457","Skin"
"833","UBMkid411104660","69-001-6046","11/13/15","NA0008332166","Mouth"
"834","UBMkid411105046","69-084-02","4/29/15","NA0008332508","Mouth"
"835","UBMkid411129087","69-047-06","10/7/15","NA0011470371","Skin"
"836","UBMkid412127872","69-053-6035","12/2/16","NA0010630093","Skin"
"837","UBMkid412128054","69-083-01","3/25/15","NA0008898713","Skin"
"838","UBMkid412128268","69-033-06","5/1/15","NA0008949541","Skin"
"839","UBMkid412128318","69-021-4014","7/17/14","NA0008331008","Skin"
"840","UBMkid412128968","69-032-1015","3/11/15","NA0008948168","Skin"
"841","UBMkid413104980","69-097-01","8/20/15","NA0008332502","Mouth"
"842","UBMkid413107455","69-003-08","2/19/14","NA0008332891","Mouth"
"843","UBMkid413107467","69-036-04","7/23/14","NA0008332874","Mouth"
"844","UBMkid413129361","69-023-1014","2/3/14","NA0008933463","Skin"
"845","UBMkid414107431","69-034-01","12/6/13","NA0008332885","Mouth"
"846","UBMkid414128818","70-1001-2022","10/20/15","NA0011524477","Skin"
"847","UBMkid415128106","69-055-6012","1/29/15","NA0008949572","Skin"
"848","UBMkid415129044","69-090-01","5/29/15","NA0008943063","Skin"
"849","UBMkid416104854","69-028-1011","10/1/14","NA0008331894","Mouth"
"850","UBMkid416105099","69-065-03","3/19/15","NA0008331857","Mouth"
"851","UBMkid416128749","69-079-03","11/2/15","NA0008899198","Skin"
"852","UBMkid416128865","69-028-1011","10/1/14","NA0011470374","Skin"
"853","UBMkid417104695","70-1002-2013","11/11/15","NA0009403011","Mouth"
"854","UBMkid417127869","69-027-14","10/20/17","NA0011525136","Skin"
"855","UBMkid417129130","69-113-01","10/7/15","NA0008943054","Skin"
"856","UBMkid418127932","70-1010-04","10/16/13","NA0011525126","Skin"
"857","UBMkid418128936","69-063-1022","10/3/14","NA0008941422","Skin"
"858","UBMkid418129412","69-027-01","10/29/13","NA0008933464","Skin"
"859","UBMkid419104849","70-1001-2021","10/19/15","NA0008332171","Mouth"
"860","UBMkid419105570","69-069-6035","2/19/16","NA0008933561","Mouth"
"861","UBMkid419819942","69-123","4/7/16","NA0014721967","Skin"
"862","UBMkid420104669","69-045-07","10/9/15","NA0008332170","Mouth"
"863","UBMkid420104729","69-001-6042","10/20/15","NA0009404822","Mouth"
"864","UBMkid420128795","69-043-2021","9/28/15","NA0011524496","Skin"
"865","UBMkid420129035","69-028-6016","5/13/15","NA0008943079","Skin"
"866","UBMkid421129121","69-021-2011","10/2/14","NA0011470353","Skin"
"867","UBMkid422104883","69-063-6044","10/6/15","NA0009404799","Mouth"
"868","UBMkid422105080","69-095-03","8/13/15","NA0008332485","Mouth"
"869","UBMkid422107316","69-013-1012","12/3/14","NA0008332876","Mouth"
"870","UBMkid422128053","69-063-1014","9/29/14","NA0008331002","Skin"
"871","UBMkid422128981","69-069-1014","3/5/15","NA0011470351","Skin"
"872","UBMkid422128991","69-010-1013","7/31/14","NA0011470380","Skin"
"873","UBMkid422129022","69-073-06","11/19/15","NA0008941463","Skin"
"874","UBMkid422129388","69-036-1011","12/17/13","NA0008933489","Skin"
"875","UBMkid423104791","69-107-6012","10/12/15","NA0009404788","Mouth"
"876","UBMkid423104943","69-057-05","7/8/15","NA0009889555","Mouth"
"877","UBMkid423107323","69-046-2011","10/20/14","NA0009878195","Mouth"
"878","UBMkid423128104","69-069-03","4/10/15","NA0008898697","Skin"
"879","UBMkid423128628","69-032-1023","12/10/15","NA0008942156","Skin"
"880","UBMkid424128590","69-085-1015","12/7/15","NA0008899184","Skin"
"881","UBMkid424128727","69-032-1022","12/7/15","NA0008899160","Skin"
"882","UBMkid424128914","69-110-02","11/19/15","NA0011470379","Skin"
"883","UBMkid425128052","69-053-1014","9/24/14","NA0008949538","Skin"
"884","UBMkid425128790","69-074-2015","11/24/15","NA0008942171","Skin"
"885","UBMkid425819285","69-123-1014","1/26/18","NA0014721974","Skin"
"886","UBMkid426127779","69-055-2012","11/9/15","NA0011525166","Skin"
"887","UBMkid426128577","69-063-6046","10/19/15","NA0008942146","Skin"
"888","UBMkid427104683","69-032-1015","3/11/15","NA0008332156","Mouth"
"889","UBMkid427104690","69-090-01","5/29/15","NA0008332135","Mouth"
"890","UBMkid428127923","70-1008-6035","8/4/17","NA0011525155","Skin"
"891","UBMkid428127994","69-120-01","10/29/15","NA0011525161","Skin"
"892","UBMkid428128758","69-111-6013","10/5/15","NA0008899191","Skin"
"893","UBMkid428819387","69-122-8014","2/7/18","NA0014721995","Skin"
"894","UBMkid429104718","69-053-1022","5/18/15","NA0008332144","Mouth"
"895","UBMkid429104804","69-043-06","5/22/15","NA0008331895","Mouth"
"896","UBMkid429105063","69-122-01","1/28/16","NA0009889568","Mouth"
"897","UBMkid430128094","69-023-6024","4/16/15","NA0008898703","Skin"
"898","UBMkid431104673","69-027-2012","10/3/14","NA0008332151","Mouth"
"899","UBMkid431104706","69-003-1011","2/24/14","NA0008366824","Mouth"
"900","UBMkid431107483","69-048-2015","10/22/14","NA0009878163","Mouth"
"901","UBMkid431128115","69-053-1011","9/4/14","NA0008898686","Skin"
"902","UBMkid431128677","69-028-6033","10/5/15","NA0008942139","Skin"
"903","UBMkid432128562","69-028-6014","4/30/15","NA0008942162","Skin"
"904","UBMkid432128789","69-112-01","10/2/15","NA0008942173","Skin"
"905","UBMkid433104655","69-035-10","10/9/15","NA0008366800","Mouth"
"906","UBMkid433128780","69-057-01","8/18/14","NA0008942183","Skin"
"907","UBMkid433819783","69-114-5015","12/12/17","NA0014721984","Skin"
"908","UBMkid434104611","69-021-03","3/5/14","NA0008332181","Mouth"
"909","UBMkid435105694","69-053-6032","11/15/16","NA0008898476","Mouth"
"910","UBMkid436104627","69-028-2023","11/20/15","NA0008332038","Mouth"
"911","UBMkid436104890","69-027-2011","10/2/14","NA0008332145","Mouth"
"912","UBMkid436107511","69-063-6034","4/6/15","NA0009878198","Mouth"
"913","UBMkid436128276","69-027-06","1/6/15","NA0008898700","Skin"
"914","UBMkid437105182","69-073-07","1/26/16","NA0009889574","Mouth"
"915","UBMkid437105659","69-026-2052","12/2/16","NA0008898466","Mouth"
"916","UBMkid437107469","69-100-6024","3/15/16","NA0009878172","Mouth"
"917","UBMkid438105613","69-095-06","10/21/16","NA0008933593","Mouth"
"918","UBMkid438127795","69-040-02","6/6/14","NA0010630104","Skin"
"919","UBMkid438128011","69-103-02","10/28/15","NA0011525146","Skin"
"920","UBMkid438128641","69-100-6013","10/5/15","NA0008899173","Skin"
"921","UBMkid438129089","69-028-6013","4/16/15","NA0008943097","Skin"
"922","UBMkid438129251","69-063-6012","11/24/14","NA0011524459","Skin"
"923","UBMkid438819792","70-1010-2035","11/14/17","NA0014721972","Skin"
"924","UBMkid439107525","69-041-4011","6/25/14","NA0009878157","Mouth"
"925","UBMkid439129337","69-046-02","5/21/14","NA0011524458","Skin"
"926","UBMkid440107338","69-100-6015","10/15/15","NA0009878192","Mouth"
"927","UBMkid440128331","69-063-6022","1/26/15","NA0008330987","Skin"
"928","UBMkid440129238","69-015-01","8/1/13","NA0011524498","Skin"
"929","UBMkid441127868","70-1001-07","1/29/14","NA0011525173","Skin"
"930","UBMkid441128705","69-091-4011","11/24/15","NA0008942182","Skin"
"931","UBMkid441819210","69-115-03","1/19/18","NA0014721966","Skin"
"932","UBMkid441819564","69-109-7021","9/30/16","NA0014721981","Skin"
"933","UBMkid442104831","69-114-6016","11/19/15","NA0008331905","Mouth"
"934","UBMkid442104863","69-043-1023","10/3/14","NA0008332134","Mouth"
"935","UBMkid442104893","69-113-01","10/7/15","NA0008332061","Mouth"
"936","UBMkid443107420","69-120-01","10/29/15","NA0009878170","Mouth"
"937","UBMkid444128990","69-026-2013","10/6/14","NA0008943091","Skin"
"938","UBMkid445128642","69-001-4025","8/21/15","NA0011524466","Skin"
"939","UBMkid445819399","69-107-05","3/27/18","NA0014721979","Skin"
"940","UBMkid446104734","69-046-05","5/19/15","NA0008332167","Mouth"
"941","UBMkid446107506","69-041-4012","6/27/14","NA0009878179","Mouth"
"942","UBMkid447128747","69-083-02","4/29/15","NA0008942178","Skin"
"943","UBMkid447129119","69-012-03","6/14/13","NA0008943074","Skin"
"944","UBMkid448107390","70-1004-1014","11/13/13","NA0009878191","Mouth"
"945","UBMkid448107435","69-021-4013","7/2/14","NA0009878181","Mouth"
"946","UBMkid448128782","69-087-03","12/16/15","NA0008899186","Skin"
"947","UBMkid448128816","70-1001-2024","10/27/15","NA0008942177","Skin"
"948","UBMkid448129081","69-003-06","6/19/13","NA0008948179","Skin"
"949","UBMkid448819207","69-001","5/2/18","NA0014721986","Skin"
"950","UBMkid449127837","69-068-05","10/14/15","NA0011525140","Skin"
"951","UBMkid449128075","70-1008-6022","3/29/17","NA0008898416","Skin"
"952","UBMkid450104643","69-021-4015","8/6/14","NA0008332150","Mouth"
"953","UBMkid450107561","70-1001-08","4/18/14","NA0009878161","Mouth"
"954","UBMkid450128157","69-001-7051","3/15/17","NA0008898584","Skin"
"955","UBMkid451105749","69-078-05","4/8/16","NA0008933572","Mouth"
"956","UBMkid451128681","69-111-6012","9/28/15","NA0008942150","Skin"
"957","UBMkid451128967","69-114-6016","11/19/15","NA0008941427","Skin"
"958","UBMkid452105720","69-043-8023","4/6/16","NA0008933569","Mouth"
"959","UBMkid453105070","69-026-2032","10/16/15","NA0008343784","Mouth"
"960","UBMkid454105049","69-028-6032","9/28/15","NA0008366993","Mouth"
"961","UBMkid454129138","69-021-4015","8/6/14","NA0008943069","Skin"
"962","UBMkid454129277","70-1005-1023","7/14/14","NA0008933493","Skin"
"963","UBMkid455104800","69-047-3012","10/3/14","NA0008332143","Mouth"
"964","UBMkid455105651","69-090-1033","11/17/16","NA0008898453","Mouth"
"965","UBMkid455105761","69-001-7045","12/5/16","NA0008898454","Mouth"
"966","UBMkid455127759","69-053-2035","6/7/17","NA0008948213","Skin"
"967","UBMkid456104792","69-040-01","2/26/14","NA0008332149","Mouth"
"968","UBMkid456105700","70-1002-14","7/14/16","NA0008933430","Mouth"
"969","UBMkid456819330","69-064-12","3/20/18","NA0014721997","Skin"
"970","UBMkid458104920","70-1015-6023","6/22/15","NA0008367023","Mouth"
"971","UBMkid459104623","69-074-6033","7/16/15","NA0009404708","Mouth"
"972","UBMkid459105126","70-1015-2015","10/24/14","NA0008367000","Mouth"
"973","UBMkid459128683","69-087-02","9/17/15","NA0008942159","Skin"
"974","UBMkid459129302","69-036-1013","1/6/14","NA0011524471","Skin"
"975","UBMkid460104599","69-064-6025","7/13/15","NA0009404704","Mouth"
"976","UBMkid460105738","69-053-6024","3/7/16","NA0008933584","Mouth"
"977","UBMkid460105777","69-090-1011","6/27/16","NA0008933418","Mouth"
"978","UBMkid460128188","69-012","1/26/17","NA0008898597","Skin"
"979","UBMkid460129298","69-012-05","1/23/14","NA0008932971","Skin"
"980","UBMkid461104808","70-1006-2014","9/18/14","NA0009404724","Mouth"
"981","UBMkid461129006","69-028-2012","10/3/14","NA0011463785","Skin"
"982","UBMkid461129116","69-086-1015","5/13/15","NA0008943062","Skin"
"983","UBMkid461819597","70-1014-13","3/19/18","NA0014721958","Skin"
"984","UBMkid462105173","69-111-6012","9/28/15","NA0008367012","Mouth"
"985","UBMkid462105641","69-053-6021","2/16/16","NA0008933448","Mouth"
"986","UBMkid462129326","69-037-1011","1/6/14","NA0011524480","Skin"
"987","UBMkid463127823","70-1004-08","5/14/14","NA0010630091","Skin"
"988","UBMkid463127958","69-130-8014","9/5/17","NA0008948373","Skin"
"989","UBMkid463128723","69-069-6014","8/17/15","NA0011524463","Skin"
"990","UBMkid463129020","69-027-2012","10/3/14","NA0008943067","Skin"
"991","UBMkid463129096","69-064-6014","4/16/15","NA0008943076","Skin"
"992","UBMkid463819243","69-001-7075","3/7/18","NA0014721969","Skin"
"993","UBMkid463819375","69-023-15","12/8/17","NA0014721994","Skin"
"994","UBMkid464129007","69-074-6022","4/16/15","NA0008943061","Skin"
"995","UBMkid465128034","69-081-07","8/1/17","NA0008948220","Skin"
"996","UBMkid465128274","70-1008-6023","4/7/17","NA0008898411","Skin"
"997","UBMkid465129161","69-023-1012","1/15/14","NA0008933459","Skin"
"998","UBMkid466105790","69-107-6034","9/19/16","NA0008931697","Mouth"
"999","UBMkid466127815","69-053-8023","7/24/17","NA0008948187","Skin"
"1000","UBMkid466128721","69-069-6016","8/27/15","NA0008899195","Skin"
"1001","UBMkid467819525","69-001","5/4/18","NA0014721960","Skin"
"1002","UBMkid468127861","69-032-1051","8/10/17","NA0008948202","Skin"
"1003","UBMkid468128134","69-045-1012","3/13/17","NA0008898431","Skin"
"1004","UBMkid468129290","69-013-1013","12/5/14","NA0011524479","Skin"
"1005","UBMkid469104833","69-033-04","8/6/14","NA0008366822","Mouth"
"1006","UBMkid469129164","69-031-01","11/6/13","NA0008932999","Skin"
"1007","UBMkid469129256","69-033-02","12/4/13","NA0008933488","Skin"
"1008","UBMkid470105027","69-069-6016","8/27/15","NA0008367010","Mouth"
"1009","UBMkid470128868","69-043-06","5/22/15","NA0008943095","Skin"
"1010","UBMkid471104661","69-031-07","5/19/15","NA0008332073","Mouth"
"1011","UBMkid471127820","70-1004-05","9/18/13","NA0008948226","Skin"
"1012","UBMkid471128922","69-055-04","5/28/15","NA0008943087","Skin"
"1013","UBMkid472128574","69-047-02","8/13/14","NA0008899177","Skin"
"1014","UBMkid473104909","69-026-4013","3/23/16","NA0008362547","Mouth"
"1015","UBMkid474104735","69-004-01","3/3/14","NA0008331918","Mouth"
"1016","UBMkid474107376","69-016-1014","6/30/14","NA0008352310","Mouth"
"1017","UBMkid474128792","69-109-5012","11/9/15","NA0008899170","Skin"
"1018","UBMkid474128919","69-053-1022","5/18/15","NA0008943059","Skin"
"1019","UBMkid474129017","70-1015-6024","6/29/15","NA0008933639","Skin"
"1020","UBMkid475104682","69-091-01","5/21/15","NA0008331904","Mouth"
"1021","UBMkid475105181","69-026-2015","10/23/14","NA0008352989","Mouth"
"1022","UBMkid475128651","69-064-6032","9/21/15","NA0008899203","Skin"
"1023","UBMkid476129080","69-028-1025","2/25/15","NA0008933612","Skin"
"1024","UBMkid476129194","69-035-02","12/18/13","NA0008933478","Skin"
"1025","UBMkid477104844","69-028-6016","5/13/15","NA0008332159","Mouth"
"1026","UBMkid477128162","69-027-2014","10/10/14","NA0008941888","Skin"
"1027","UBMkid477128903","70-1001-13","9/29/15","NA0008933613","Skin"
"1028","UBMkid477819219","69-057-11","11/28/17","NA0014721993","Skin"
"1029","UBMkid478104811","69-041-01","3/17/14","NA0008366821","Mouth"
"1030","UBMkid478107491","70-1004-07","2/12/14","NA0008352336","Mouth"
"1031","UBMkid478107600","69-026-4011","3/18/16","NA0009878173","Mouth"
"1032","UBMkid478127897","69-001-7044","11/22/16","NA0008948201","Skin"
"1033","UBMkid478128275","69-048-2012","10/1/14","NA0008933902","Skin"
"1034","UBMkid478128941","69-043-07","9/11/15","NA0008331004","Skin"
